name,text,class,rarity,type,cost,health,attack,durability,image
Duel!,Summon a minion from each player's deck. They fight!,Paladin,Epic,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Duel-1-200x276.png
Felguard,Taunt. Battlecry: Destroy one of your Mana Crystals.,Warlock,Rare,Minion,3,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/felguard-200x286.png
Felsoul Inquisitor,"Lifesteal 

 Taunt",Neutral,Common,Minion,4,1,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/felsoul-inquisitor-200x286.png
Fen Creeper,Taunt,Neutral,Common,Minion,5,3,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/fen-creeper-200x286.png
Feral Spirit,Summon two 2/3 Spirit Wolves with Taunt. Overload: (2),Shaman,Rare,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/feral-spirit-200x286.png
Ferocious Howl,"Draw a card.

Gain 1 Armor for each card in your hand.",Druid,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/ferocious-howl-200x286.png
Festeroot Hulk,"After a friendly minion attacks, gain +1 Attack.",Warrior,Rare,Minion,5,2,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/festeroot-hulk-hd-1-200x286.png
Fiendish Circle,Summon four 1/1 Imps.,Warlock,Common,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/fiendish-circle-200x286.png
Fiery War Axe,,Warrior,Free,Weapon,3,3,,2,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/fiery-war-axe2-200x286.png
Fire Elemental,Battlecry:  Deal 3 damage.,Shaman,Free,Minion,6,6,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/04/fire-elemental-new-200x286.png
Fireball,Deal 6 damage.,Mage,Free,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/fireball-200x286.png
Firetree Witchdoctor,"Battlecry:  If you're holding a Dragon,  Discover  a Spell.",Neutral,Rare,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/firetree-witchdoctor-card-art-200x286.png
Fireworks Tech,"Battlecry:  Give a friendly Mech +1/+1. If it has  Deathrattle , trigger it.",Hunter,Rare,Minion,2,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/Fireworks-Tech-200x281.png
Flame Imp,Battlecry: Deal 3 damage to your hero.,Warlock,Common,Minion,1,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/flame-imp-200x286.png
Flamestrike,Deal 4 damage to all enemy minions.,Mage,Free,Spell,7,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/flamestrike-200x286.png
Flametongue Totem,Adjacent minions have +2 Attack.,Shaman,Free,Minion,3,0,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/flametongue-totem-2-200x272.png
Flare,All minions lose Stealth. Destroy all enemy Secrets. Draw a card.,Hunter,Rare,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/flare-200x286.png
Flark's Boom-Zooka,"Summon 3 minions from your deck. they attack enemy minions, then die.",Hunter,Legendary,Spell,8,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/flarks-boom-zooka-200x286.png
Flash of Light,Restore 4 Health. Draw a card.,Paladin,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/flash-of-light-card-art-200x286.png
Flesheating Ghoul,"Whenever a minion dies, gain +1 Attack.",Neutral,Common,Minion,3,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/flesheating-ghoul-200x286.png
Flight Master,Battlecry:  Summon a 2/2 Gryphon for each player.,Neutral,Common,Minion,3,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Flight-Master-200x280.png
Flobbidinous Floop,"While in your hand, this is a 3/4 copy of the last minion you played.",Druid,Legendary,Minion,4,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/flobbidinous-floop-200x286.png
Floop's Glorious Gloop,"Whenever a minion dies this turn, gain 1 Mana Crystal this turn only.",Druid,Legendary,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/floops-glorious-gloop-200x286.png
Forbidden Words,"Spend all your mana.

Destroy a minion with that much Attack or less.",Priest,Rare,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Forbidden-Words-200x278.png
Force of Nature,Summon three 2/2 Treants.,Druid,Epic,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/force-of-nature-nerf-200x286.png
Forest Guide,"At the end of your turn, both players draw a card.",Druid,Rare,Minion,4,1,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/forest-guide-hd-200x286.png
Forked Lightning,Deal 2 damage to 2 random enemy minions. Overload: (2),Shaman,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/forked-lightning-200x286.png
Former Champ,Battlecry:  Summon a 5/5 Hotshot.,Neutral,Common,Minion,5,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/former-champ-card-art-200x286.png
Freezing Trap,"Secret: When an enemy minion attacks, return it to its owner's hand and it costs (2) more.",Hunter,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/freezing-trap-200x286.png
Frost Elemental,Battlecry:   Freeze  a character.,Neutral,Common,Minion,6,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/04/frost-elemental-new-200x286.png
Frost Nova,Freeze all enemy minions.,Mage,Free,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/frost-nova-200x286.png
Frost Shock,Deal 1 damage to an enemy character and Freeze it.,Shaman,Free,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/frost-shock-200x286.png
Frostbolt,Deal 3 damage to a character and Freeze it.,Mage,Free,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/frostbolt-200x286.png
Frostwolf Grunt,Taunt,Neutral,Free,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/frostwolf-grunt-200x286.png
Frostwolf Warlord,Battlecry: Gain +1/+1 for each other friendly minion on the battlefield.,Neutral,Free,Minion,5,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/frostwolf-warlord-200x286.png
Frothing Berserker,"Whenever a minion takes damage, gain +1 Attack.",Warrior,Rare,Minion,3,2,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/frothing-berserker-200x286.png
Furious Ettin,Taunt,Neutral,Common,Minion,7,5,9,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/Furious-Ettin-1-200x276.png
Gadgetzan Auctioneer,"Whenever you cast a spell, draw a card.",Neutral,Rare,Minion,6,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/gadgetzan-auctioneer-200x286.png
Galvanizer,Battlecry:  Reduce the Cost of Mechs in your hand by (1).,Neutral,Rare,Minion,2,1,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/Galvanizer-200x282.png
Ghost Light Angler,Echo,Shaman,Common,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/ghost-light-angler-200x286.png
Ghostly Charger,"Divine Shield 

 Rush",Paladin,Common,Minion,5,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/ghostly-charger-200x286.png
Giggling Inventor,Battlecry:  Summon two 1/2 Mechs with  Taunt  and  Divine Shield .,Neutral,Rare,Minion,7,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/giggling-inventor-200x286.png
Gilnean Royal Guard,"Divine Shield, Rush 

Each turn this is in your hand, swap its Attack and Health.",Neutral,Rare,Minion,8,3,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/gilnean-royal-guard-hd-200x286.png
Gladiator's Longbow,Your hero is Immune while attacking.,Hunter,Epic,Weapon,7,5,,2,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/gladiators-longbow-200x286.png
Glinda Crowskin,Minions in your hand have Echo.,Warlock,Legendary,Minion,6,3,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/glinda-crowskin-hd-200x286.png
Gloop Sprayer,Battlecry:  Summon a copy of each adjacent minion.,Druid,Common,Minion,8,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/gloop-sprayer-200x286.png
Glow-Tron,Magnetic,Paladin,Common,Minion,1,1,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/glow-tron-200x286.png
Glowstone Technician,Battlecry:  Give all minions in your hand +2/+2.,Paladin,Epic,Minion,6,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/glowstone-technician-200x286.png
Gnomish Inventor,Battlecry: Draw a card.,Neutral,Free,Minion,4,2,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/gnomish-inventor-200x286.png
High Priestess Jeklik,"Taunt, Lifesteal 

When you discard this, add 2 copies of it to your hand.",Warlock,Legendary,Minion,4,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/high-priestess-jeklik-card-art-200x286.png
"Hir'eek, the Bat",Battlecry:  Fill your board with copies of this minion.,Warlock,Legendary,Minion,8,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/hireek-the-bat-card-art-200x286.png
Hogger,"At the end of your turn, summon a 2/2 Gnoll with Taunt.",Neutral,Legendary,Minion,6,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/hogger-200x286.png
Holomancer,"After your opponent plays a minion, summon a 1/1 copy of it.",Neutral,Epic,Minion,5,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/holomancer-200x286.png
Holy Fire,Deal 5 damage. Restore 5 Health to your hero.,Priest,Rare,Spell,6,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/holy-fire-200x286.png
Holy Light,Restore 6 Health.,Paladin,Free,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/holy-light-200x286.png
Holy Nova,Deal 2 damage to all enemies. Restore 2 Health to all friendly characters.,Priest,Free,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/holy-nova-200x286.png
Holy Smite,Deal 2 damage.,Priest,Free,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/holy-smite-200x286.png
Holy Water,"Deal 4 damage to a minion. If that kills it, add a copy of it to your hand.",Priest,Rare,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/holy-water-hd-200x286.png
Holy Wrath,Draw a card and deal damage equal to its cost.,Paladin,Rare,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/holy-wrath-200x286.png
Houndmaster,Battlecry: Give a friendly Beast +2/+2 and Taunt.,Hunter,Free,Minion,4,4,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/houndmaster-200x286.png
Houndmaster Shaw,Your other minions have  Rush .,Hunter,Legendary,Minion,4,3,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/houndmaster-shaw-hd-200x286.png
Humility,Change a minion's Attack to 1.,Paladin,Free,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/humility-200x286.png
Hungry Crab,Battlecry: Destroy a Murloc and gain +2/+2.,Neutral,Epic,Minion,1,1,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/hungry-crab-200x286.png
Hunter's Mark,Change a minion's Health to 1.,Hunter,Free,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/hunters-mark-2-200x272.png
Hunting Mastiff,"Echo 

 Rush",Hunter,Common,Minion,2,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/hunting-mastiff-1-200x286.png
Hunting Party,Copy all Beasts in your hand.,Hunter,Rare,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Hunting-Party-200x284.png
Ice Barrier,"Secret: As soon as your hero is attacked, gain 8 Armor.",Mage,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/ice-barrier1-200x286.png
Ice Cream Peddler,"Battlecry:  If you control a  Frozen  minion, gain 8 Armor.",Neutral,Epic,Minion,4,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/ice-cream-peddler-card-art-200x286.png
Icicle,"Deal 2 damage to a minon. If it's  Frozen,  draw a card.",Mage,Epic,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/09/icicle-200x286.png
Illidan Stormrage,"Whenever you play a card, summon a 2/1 Flame of Azzinoth.",Neutral,Legendary,Minion,6,7,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/illidan-stormrage-200x286.png
Immortal Prelate,Deathrattle:  Shuffle this into your deck. It keeps any enchantments.,Paladin,Epic,Minion,2,1,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/immortal-prelate-card-art-200x286.png
Imp Master,"At the end of your turn, deal 1 damage to this minion and summon a 1/1 Imp.",Neutral,Rare,Minion,3,1,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/imp-master-200x286.png
Impferno,Give your Demons +1 Attack. Deal 1 damage to all enemy minions.,Warlock,Rare,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Impferno-200x284.png
Improve Morale,"Deal 1 damage to a minion. If it survives, add a  Lackey  to your hand.",Warrior,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Improve-Morale-200x276.png
Injured Blademaster,Battlecry: Deal 4 damage to HIMSELF.,Neutral,Rare,Minion,3,4,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/injured-blademaster-200x286.png
Inner Fire,Change a minion's Attack to be equal to its Health.,Priest,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/inner-fire-200x286.png
Inner Rage,Deal 1 damage to a minion and give it +2 Attack.,Warrior,Common,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/inner-rage-200x286.png
Innervate,Gain 1 Mana Crystal this turn only.,Druid,Free,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/innervate2-200x286.png
Ironbark Protector,Taunt,Druid,Free,Minion,8,8,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/ironbark-protector-200x286.png
Ironbeak Owl,Battlecry:  Silence a minion.,Neutral,Common,Minion,3,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/ironbeak-owl-nerf-200x286.png
Ironforge Rifleman,Battlecry: Deal 1 damage.,Neutral,Free,Minion,3,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/ironforge-rifleman-200x286.png
Ironfur Grizzly,Taunt,Neutral,Free,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/ironfur-grizzly-200x286.png
Ironhide Direhorn,Overkill:  Summon a 5/5 Ironhide Runt.,Druid,Common,Minion,7,7,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/ironhide-direhorn-card-art-200x286.png
"Jan'alai, the Dragonhawk","Battlecry:  If your Hero Power dealt 8 damage this game, summon Ragnaros the Firelord.",Mage,Legendary,Minion,7,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/janalai-the-dragonhawk-card-art-200x286.png
Jepetto Joybuzz,"Battlecry:  Draw 2 minions from your deck. Set their Attack, Health, and Cost to 1.",Neutral,Legendary,Minion,8,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Jepetto-Joybuzz-1-200x276.png
Juicy Psychmelon,"Draw a 7, 8, 9, and 10-Cost minion from your deck.",Druid,Epic,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/Juicy-Psychmelon-200x285.png
Jumbo Imp,Costs (1) less whenever a friendly Demon dies while this is in your hand.,Warlock,Epic,Minion,10,8,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Jumbo-Imp-200x280.png
Jungle Panther,Stealth,Neutral,Common,Minion,3,4,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/jungle-panther-200x286.png
Kaboom Bot,Deathrattle:  Deal 4 damage to random enemy minion.,Neutral,Common,Minion,3,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/kaboom-bot-200x286.png
Kalecgos,"Your first spell each turn costs (0).

 Battlecry:  Discover  a spell.",Mage,Legendary,Minion,10,4,12,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Kalecgos-200x287.png
Kangor's Endless Army,Resurrect 3 friendly Mechs. They keep any  Magnetic  upgrades.,Paladin,Legendary,Spell,7,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/kangors-endless-army-200x286.png
Keeper of the Grove,Choose One  - Deal 2 damage; or  Silence  a minion.,Druid,Rare,Minion,4,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/keeper-of-the-grove-nerf-200x286.png
Keeper Stalladris,"After you cast a  Choose One  spell, add copies of both choices to your hand.",Druid,Legendary,Minion,2,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Keeper-Stalladris-1-200x276.png
Khadgar,Your cards that summon minions summon twice as many.,Mage,Legendary,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Khadgar-200x287.png
Kidnapper,Combo: Return a minion to its owner's hand.,Rogue,Epic,Minion,6,5,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/kidnapper-200x286.png
Kill Command,"Deal 3 damage. If you have a Beast, deal 5 damage instead.",Hunter,Free,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/kill-command-200x286.png
King Krush,Charge,Hunter,Legendary,Minion,9,8,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/king-krush-200x286.png
Argent Squire,Divine Shield,Neutral,Common,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/argent-squire-200x286.png
Armorsmith,"Whenever a friendly minion takes damage, gain 1 Armor.",Warrior,Rare,Minion,2,1,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/armorsmith-200x286.png
Assassinate,Destroy an enemy minion.,Rogue,Free,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/assassinate-200x286.png
Assassin's Blade,,Rogue,Free,Weapon,5,3,,4,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/assassins-blade-200x286.png
Astral Rift,Add 2 random minions to your hand.,Mage,Rare,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/astral-rift-200x286.png
Astromancer,Battlecry:  Summon a random minion with a Cost equal to the number of cards in your hand.,Mage,Epic,Minion,7,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/astromancer-200x286.png
Auchenai Phantasm,"Battlecry:  This turn, your healing effects deal damage instead.",Priest,Epic,Minion,2,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/auchenai-phantasm-card-art-200x286.png
Auchenai Soulpriest,Your cards and powers that restore Health now deal damage instead.,Priest,Rare,Minion,4,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/auchenai-soulpriest-200x286.png
Augmented Elekk,"Whenever you shuffle a card into a deck, shuffle in an extra copy.",Neutral,Epic,Minion,3,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/augmented-elekk-200x286.png
Autodefense Matrix,"Secret:  When one of your minions is attacked, give it  Divine Shield .",Paladin,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/autodefense-matrix-200x286.png
Avenging Wrath,Deal 8 damage randomly split among enemy characters.,Paladin,Epic,Spell,6,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/avenging-wrath-200x286.png
Azalina Soulthief,Battlecry:  Replace your hand with a copy of your opponent's.,Neutral,Legendary,Minion,7,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/azalina-soulthief-hd-200x286.png
Azerite Elemental,"At the start of your turn, gain  Spell Damage  +2 .",Neutral,Epic,Minion,5,2,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Azerite-Elemental-200x280.png
Backstab,Deal 2 damage to an undamaged minion.,Rogue,Free,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/backstab-200x286.png
Baited Arrow,Deal 3 damage.  Overkill:  Summon a 5/5 Devilsaur.,Hunter,Common,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/baited-arrow-card-art-200x286.png
Baleful Banker,Battlecry:  Choose a friendly minion. Shuffle a copy of it into your deck.,Neutral,Epic,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/baleful-banker-200x286.png
Banana Buffoon,Battlecry:  Add 2 Bananas to your hand.,Neutral,Common,Minion,3,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/banana-buffoon-card-art-200x286.png
Bane of Doom,"Deal 2 damage to a character. If that kills it, summon a random Demon.",Warlock,Epic,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/bane-of-doom-200x286.png
Barista Lynchen,Battlecry:  Add a copy of each of your other  Battlecry  minions to your hand.,Neutral,Legendary,Minion,5,4,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Barista-Lynchen-200x276.png
Baron Geddon,"At the end of your turn, deal 2 damage to ALL other characters.",Neutral,Legendary,Minion,7,7,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2017/04/baron-geddon-new-200x286.png
Batterhead,"Rush.  After this minion attacks and kills a minion, it may attack again.",Neutral,Epic,Minion,8,3,12,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Batterhead-200x276.png
Battle Rage,Draw a card for each damaged friendly character.,Warrior,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/battle-rage-200x286.png
Beakered Lightning,Deal 1 damage to all minions.  Overload:  (2).,Shaman,Common,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/beakered-lightning-200x286.png
Belligerent Gnome,"Taunt 

 Battlecry:  If your opponent has 2 or more minions, gain +1 Attack.",Neutral,Rare,Minion,2,1,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/belligerent-gnome-card-art-200x286.png
Bellringer Sentry,Battlecry and Deathrattle:  Put a Secret from your deck into the battlefield.,Paladin,Rare,Minion,4,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/bellringer-sentry-hd-200x286.png
Beryllium Nullifier,"Magnetic 

Can't be targeted by spells or Hero Powers.",Warrior,Epic,Minion,7,3,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/beryllium-nullifier-200x286.png
Bestial Wrath,Give a Beast +2 Attack and Immune this turn.,Hunter,Epic,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/bestial-wrath-200x286.png
Betrayal,Force an enemy minion to deal its damage to the minions next to it.,Rogue,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/betrayal-200x286.png
Bewitched Guardian,"Taunt 

 Battlecry:  Gain +1 Health for each card in your hand.",Druid,Rare,Minion,5,4,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/bewitched-guardian-hd-200x286.png
Big Bad Archmage,"At the end of your turn, summon a random 6-Cost minion.",Neutral,Epic,Minion,10,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Big-Bad-Archmage-200x276.png
Big Bad Voodoo,"Give a friendly minion "" Deathrattle:  Summon a random minion that costs (1) more.""",Shaman,Epic,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/big-bad-voodoo-card-art-200x286.png
Big Game Hunter,Battlecry:  Destroy a minion with an Attack of 7 or more.,Neutral,Epic,Minion,5,4,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/big-game-hunter-nerf-200x286.png
Biology Project,Each player gains 2 Mana Crystals.,Druid,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/biology-project-1-200x286.png
Bite,Give your hero +4 Attack this turn and 4 Armor.,Druid,Rare,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/bite-200x286.png
Blackhowl Gunspire,"Can't Attack. Whenever this takes damage, deal 3 damage to a random enemy.",Warrior,Legendary,Minion,7,3,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/blackhowl-gunspire-hd-200x286.png
Blackwald Pixie,Battlecry:  Refresh your Hero Power.,Neutral,Common,Minion,3,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/blackwald-pixie-hd-200x286.png
Blade Flurry,Destroy your weapon and deal its damage to all enemies.,Rogue,Rare,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/blade-flurry-nerf-200x286.png
Blast Wave,Deal 2 damage to all minions.  Overkill:  Add a random Mage spell to your hand.,Mage,Epic,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/blast-wave-card-art-1-200x286.png
Blastmaster Boom,Battlecry:  Summon two 1/1 Boom Bots for each Bomb in your opponent's deck.,Warrior,Legendary,Minion,7,7,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Blastmaster-Boom-200x287.png
Blazing Invocation,Discover  a  Battlecry  minion.,Shaman,Rare,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/blazing-invocation-200x286.png
Blessed Champion,Double a minion's Attack.,Paladin,Rare,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/blessed-champion-200x286.png
Blessing of Kings,Give a minion +4/+4. (+4 Attack/+4 Health),Paladin,Free,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/blessing-of-kings-200x286.png
Blessing of Might,Give a minion +3 Attack.,Paladin,Free,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/blessing-of-might-200x286.png
Blessing of the Ancients,"Twinspell 

Give your minions +1/+1.",Druid,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Blessing-of-the-Ancients-200x284.png
Blessing of Wisdom,"Choose a minion. Whenever it attacks, draw a card.",Paladin,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/blessing-of-wisdom-200x286.png
Blightnozzle Crawler,Deathrattle:  Summon a 1/1 Ooze with  Poisonous  and  Rush .,Rogue,Rare,Minion,4,2,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/blightnozzle-crawler-200x286.png
Blink Fox,Battlecry:  Add a random card to your hand  (from your opponent's class).,Rogue,Common,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/blink-fox-hd-200x286.png
Blizzard,Deal 2 damage to all enemy minions and Freeze them.,Mage,Rare,Spell,6,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/blizzard-200x286.png
Mana Wraith,ALL minions cost (1) more.,Neutral,Rare,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/mana-wraith-200x286.png
